#key=_id
#rtable=POINTER
#foreign_key_ltable=ltable.ID
#foreign_key_rtable=rtable.ID
#ltable=POINTER
_id,ltable.ID,rtable.ID,ltable.Title,ltable.Author,ltable.ISBN_13,ltable.Publisher,rtable.Title,rtable.Author,rtable.ISBN_13,rtable.Publisher,gold
289863,1613,4101,Fiber-Optic Communication Systems,Govind P. Agrawal,978-0470505113,Wiley,Modern Digital and Analog Communication Systems.,B. P. Lathi,978-0195384932,Oxford University Press,0
289977,1614,3730,Windows 7 Secrets,Paul Thurrott# Rafael Rivera,978-0470508411,Wiley,Windows 7 Simplified,Paul McFedries,978-0470503874,Wiley,0
291029,1622,566,Computers For Seniors For Dummies,Nancy C. Muir,978-0470534830,For Dummies,iPad For Dummies,Edward C. Baig# Bob LeVitus,978-1118932247,Wiley,0
291141,1625,9574,Business Analysis with QuickBooks,Conrad Carlberg,978-0470543146,Wiley,Business Analysis with QuickBooks,Conrad Carlberg,978-1118076682,Wiley,1
291177,1626,2154,IT Architecture For Dummies,Kalani Kirk Hausman# Susan L. Cook,,,IT Architecture For Dummies,Kalani Kirk Hausman# Susan L. Cook,978-0470554234,Wiley,1
292450,1632,3325,Teach Yourself VISUALLY Excel 2010,Paul McFedries,978-0470577646,Visual,Teach Yourself VISUALLY Windows 8,Paul McFedries,978-1118135280,Wiley,0
293160,1638,3756,iPhone 4 Portable Genius,Paul McFedries,978-0470642054,Wiley,MacBook Air Portable Genius,Paul McFedries,978-1118370209,Wiley,0
293211,1638,5950,iPhone 4 Portable Genius,Paul McFedries,978-0470642054,Wiley,iPad Portable Genius,Paul McFedries,978-1118932148,Wiley,0
300154,1678,5718,Knight's Microsoft Business Intelligence 24-Hour Trainer,Brian Knight# Devin Knight# Adam Jorgensen# Patrick LeBlanc# Mike Davis,978-0470889633,Wrox,Applied Microsoft Business Intelligence,Patrick LeBlanc# Jessica M. Moss# Dejan Sarka# Dustin Ryan,978-1118961773,Wiley,0
300185,1678,6421,Knight's Microsoft Business Intelligence 24-Hour Trainer,Brian Knight# Devin Knight# Adam Jorgensen# Patrick LeBlanc# Mike Davis,978-0470889633,Wrox,Knight's 24-Hour Trainer: Microsoft SQL Server 2008 Integration Services [With DVD],Brian Knight# Devin Knight# Mike Davis,978-0470496923,Wiley,0
300423,1680,645,Droid X For Dummies,Dan Gookin,978-0470903193,For Dummies,Word 2010 For Dummies,Dan Gookin,978-0470487723,Wiley,0
301510,1690,1887,"MCTS Microsoft Windows 7 Configuration Study Guide, Study Guide: Exam 70-680",William Panek,978-0470948453,Sybex,MCSA Windows Server 2012 R2 Administration Study Guide: Exam 70-411,William Panek,978-1118870181,Wiley,0
313642,1731,6515,Model Driven Architecture: Applying MDA to Enterprise Computing,David S. Frankel,978-0471319207,Wiley,Enterprise Security Architecture: A Business-Driven Approach,Nicholas A Sherwood# Andrew Clark# David Lynas,978-1578203185,Taylor & Francis,0
322376,1790,1127,Windows XP Hacks & Mods For Dummies,Woody Leonhard,,,Windows 8.1 All-in-One For Dummies,Woody Leonhard,978-1118820872,Wiley,0
323498,1796,5615,Cleaning Windows Vista For Dummies,Allen Wyatt,978-0471782933,For Dummies,Cleaning Windows XP For Dummies,Allen Wyatt,978-0764575495,Wiley,0
323793,1799,1123,SAS For Dummies,Stephen McDaniel# Chris Hemedinger,978-0471788324,For Dummies,C++ For Dummies,Stephen R. Davis,978-1118823774,Wiley,0
349730,1923,5400,New Perspectives on Microsoft Excel 2010: Brief,Patrick Carey# June Jamrich Parsons# Patrick Carey# Dan Oja# June Jamrich Parsons# Roy Ageloff# Dan Oja,978-0538742924,Course Technology,"New Perspectives on Microsoft Windows 7, Introductory / Edition 2",June Jamrich Parsons# Lisa Ruffolo# Patrick Carey# Dan Oja,978-0538746014,Cengage Learning,0
349804,1924,1105,New Perspectives on Microsoft Office 2010: Brief,Ann Shaffer# Patrick Carey# Ann Shaffer# Kathy T. Finnegan# Patrick Carey# Joseph J. Adamski# Kathy T. Finnegan# Beverly B. Zimmerman# Joseph J. Adamski,,,New Perspectives on Microsoft Excel 2010: Comprehensive,June Jamrich Parsons# Roy Ageloff# Patrick Carey# Dan Oja,978-0538742917,Cengage Learning,0
350361,1925,2358,"New Perspectives on Microsoft Office 2010, Second Course",Ann Shaffer# Patrick Carey# Ann Shaffer# Roy Ageloff# Patrick Carey# S. Scott Zimmerman# Roy Ageloff# Beverly B. Zimmerman# S. Scott Zimmerman,978-0538743099,Course Technology,"New Perspectives on Microsoft PowerPoint 2013, Comprehensive",S. Scott Zimmerman,978-1285161822,Cengage Learning,0
351073,1931,1105,New Perspectives on Microsoft Windows 7: Comprehensive,June Jamrich Parsons# Dan Oja# June Jamrich Parsons# Lisa Ruffolo# Dan Oja,978-0538746007,Course Technology,New Perspectives on Microsoft Excel 2010: Comprehensive,June Jamrich Parsons# Roy Ageloff# Patrick Carey# Dan Oja,978-0538742917,Cengage Learning,0
351299,1933,126,"New Perspectives on Microsoft Windows 7, Brief",June Jamrich Parsons# Dan Oja# June Jamrich Parsons# Lisa Ruffolo# Dan Oja,978-0538746021,Course Technology,"New Perspectives on Microsoft Excel 2013, Comprehensive",June Jamrich Parsons,978-1285169330,Cengage Learning,0
352742,1941,4448,Microsoft Office 2010: Illustrated Introductory,David W. Beskeen# Carol M. Cram# David W. Beskeen# Jennifer Duffy# Carol M. Cram# Lisa Friedrichsen# Jennifer Duffy# Elizabeth Eisner Reding# Lisa Friedrichsen,978-0538749114,Course Technology,Microsoft Office Word 2010: Illustrated Brief / Edition 1,Jennifer Duffy,978-0538748223,Cengage Learning,0
352827,1941,5323,Microsoft Office 2010: Illustrated Introductory,David W. Beskeen# Carol M. Cram# David W. Beskeen# Jennifer Duffy# Carol M. Cram# Lisa Friedrichsen# Jennifer Duffy# Elizabeth Eisner Reding# Lisa Friedrichsen,978-0538749114,Course Technology,"Microsoft Office 2013: Illustrated, Second Course",David W. Beskeen# Carol M. Cram# Jennifer Duffy,978-1285082264,Cengage Learning,0
353243,1942,929,Microsoft Excel 2010: Illustrated Brief,Elizabeth Eisner Reding,978-0538749282,Course Technology,Microsoft Excel 2013: Illustrated Brief,Elizabeth Eisner Reding,978-1285093215,Cengage Learning,0
353421,1944,5244,Microsoft Office 2010: Illustrated Fundamentals,Barbara M. Waxer,978-0538749442,Course Technology,Microsoft Windows 7: Illustrated Essentials / Edition 1,Barbara Clemens,978-0538750776,Cengage Learning,0
356286,1968,1513,Physics for Game Developers,David M Bourg,978-0596000066,O'Reilly Media,"Physics for Game Developers: Science, Math, and Code For Realistic Effects",David M Bourg# Bryan Bywalec,978-1449392512,"O'Reilly Media, Incorporated",1
357713,1972,1574,"Practical Unix & Internet Security, 3rd Edition",Simson Garfinkel# Gene Spafford# Simson Garfinkel# Alan Schwartz,978-0596003234,O'Reilly Media,Practical Unix & Internet Security,Simson Garfinkel# Gene Spafford PH.D.# Alan Schwartz PH.D.,978-0596003234,"O'Reilly Media, Incorporated",1
357973,1973,4480,Dreamweaver MX: The Missing Manual,David McFarland,978-0596003494,O'Reilly Media,Dreamweaver CC: The Missing Manual: Covers 2014 release,David Sawyer McFarland# Chris Grover,978-1491947203,"O'Reilly Media, Incorporated",0
358080,1973,6482,Dreamweaver MX: The Missing Manual,David McFarland,978-0596003494,O'Reilly Media,AppleScript: The Missing Manual: The Missing Manual,Adam Goldstein# David Reynolds# Tonya Engst,978-0596008505,"O'Reilly Media, Incorporated",0
358203,1973,9105,Dreamweaver MX: The Missing Manual,David McFarland,978-0596003494,O'Reilly Media,iPhoto '11: The Missing Manual,David Pogue# Lesa Snider,978-1449393236,"O'Reilly Media, Incorporated",0
358227,1973,9734,Dreamweaver MX: The Missing Manual,David McFarland,978-0596003494,O'Reilly Media,"Mac OS X, Panther Edition: The Missing Manual",David Pogue,978-0596006150,"O'Reilly Media, Incorporated",0
358249,1974,3861,Photoshop Elements 3: The Missing Manual,Barbara Brundage,978-0596004538,O'Reilly Media,Photoshop Elements 12: The Missing Manual,Barbara Brundage,978-1449341657,"O'Reilly Media, Incorporated",0
358257,1974,5536,Photoshop Elements 3: The Missing Manual,Barbara Brundage,978-0596004538,O'Reilly Media,Photoshop Elements 12 For Dummies,Barbara Obermeier# Ted Padova,978-1118727140,Wiley,0
359935,1982,5043,Understanding Open Source and Free Software Licensing,Andrew M. St. Laurent,978-0596005818,O'Reilly Media,Understanding Open Source and Free Software Licensing,Andrew M. St. Laurent# Andrew M. St. Laurent,978-0596005818,"O'Reilly Media, Incorporated",1
361891,1996,1008,Learning SQL,Alan Beaulieu,978-0596007270,O'Reilly Media,Learning SQL,Alan Beaulieu,978-0596520830,"O'Reilly Media, Incorporated",1
365879,2022,6188,Linux Desktop Pocket Guide,David Brickner,978-0596101046,O'Reilly Media,Linux Desktop Pocket Reference,David Brickner,978-0596101046,"O'Reilly Media, Incorporated",1
366121,2023,6920,SharePoint Office Pocket Guide,Jeff Webb,978-0596101121,O'Reilly Media,The iPad Pocket Guide,Jeff Carlson,978-0321717580,Peachpit Press,0
367972,2041,1,iPhone: The Missing Manual,David Pogue,,,Windows 10: The Missing Manual,David Pogue,978-1491947173,"O'Reilly Media, Incorporated",0
368077,2041,3370,iPhone: The Missing Manual,David Pogue,,,Mac OS X Lion: The Missing Manual,David Pogue,978-1449397494,"O'Reilly Media, Incorporated",0
368191,2041,5420,iPhone: The Missing Manual,David Pogue,,,"Switching to the Mac: The Missing Manual, Mavericks Edition",David Pogue,978-1449372262,"O'Reilly Media, Incorporated",0
368293,2041,7517,iPhone: The Missing Manual,David Pogue,,,David Pogue's Digital Photography: The Missing Manual,David Pogue,978-0596154035,"O'Reilly Media, Incorporated",0
369062,2045,9958,"Essential SharePoint 2007: A Practical Guide for Users, Administrators and Developers",Jeff Webb,978-0596514075,O'Reilly Media,"Essential SharePoint 2007: A Practical Guide for Users, Administrators and Developers",Jeff Webb,978-0596514075,"O'Reilly Media, Incorporated",1
370989,2058,1008,Learning SQL,Alan Beaulieu,978-0596520830,O'Reilly Media,Learning SQL,Alan Beaulieu,978-0596520830,"O'Reilly Media, Incorporated",1
372147,2063,1,iPod: The Missing Manual,J. D. Biersdorfer# David Pogue,978-0596522124,O'Reilly Media,Windows 10: The Missing Manual,David Pogue,978-1491947173,"O'Reilly Media, Incorporated",0
372607,2063,6506,iPod: The Missing Manual,J. D. Biersdorfer# David Pogue,978-0596522124,O'Reilly Media,Windows Vista for Starters: The Missing Manual,David Pogue,978-0596528263,"O'Reilly Media, Incorporated",0
372954,2065,2430,Flash CS4: The Missing Manual,Chris Grover,978-0596522940,O'Reilly Media,Office 2011 for Macintosh: The Missing Manual,Chris Grover,978-1449393359,"O'Reilly Media, Incorporated",0
374367,2072,3382,Microsoft Project 2007: The Missing Manual,Bonnie Biafore,,,Microsoft Project 2010: The Missing Manual,Bonnie Biafore,978-1449381950,"O'Reilly Media, Incorporated",0
376094,2076,3762,QuickBase: The Missing Manual,Nancy Conner,978-0596529604,O'Reilly Media,Office 2010: The Missing Manual,Nancy Conner# Matthew MacDonald,978-1449382407,"O'Reilly Media, Incorporated",0
377838,2084,7954,iPod: The Missing Manual,J. D. Biersdorfer# David Pogue,978-0596804312,O'Reilly Media,iPhoto 6: The Missing Manual,David Pogue# Derrick Story,978-0596527259,"O'Reilly Media, Incorporated",0
381650,2111,4168,"The Web Collection: Macromedia Flash MX, Dreamweaver MX, and Fireworks MX",Sherry Bishop# Jim Shuman# Barbara Waxer# Jim Shuman,978-0619109806,Thomson/Course Technology,"The Web Collection, Revealed Premium Edition: Adobe Dreamweaver CS6, Flash CS6 and Photoshop CS6",Sherry Bishop# Shuman# Reding,978-1133815143,Cengage Learning,0
384564,2128,6830,"New Perspectives on Microsoft Office XP, First Course, Windows XP Edition",Ann Shaffer# Patrick Carey# Ann Shaffer# Kathy T. Finnegan# Patrick Carey,978-0619185947,Course Technology,New Perspectives on Microsoft Word 2010: Comprehensive,S. Scott Zimmerman# Beverly B. Zimmerman# Ann Shaffer# Katherine T. Pinard,978-0538748926,Cengage Learning,0
392616,2154,159,"New Perspectives on Microsoft Office Access 2003, Comprehensive, Second Edition",Joseph J. Adamski# Kathy T. Finnegan,978-0619268114,Course Technology,"Exploring: Microsoft Excel 2013, Comprehensive / Edition 1",Mary Anne Poatsy# Keith Mulbery# Jason Davidson# Robert T. Grauer,978-0133412185,Prentice Hall,0
392750,2154,4935,"New Perspectives on Microsoft Office Access 2003, Comprehensive, Second Edition",Joseph J. Adamski# Kathy T. Finnegan,978-0619268114,Course Technology,"New Perspectives on Microsoft PowerPoint 2010, Comprehensive",S. Scott Zimmerman# Beverly B. Zimmerman# Katherine T. Pinard,978-0538753722,Cengage Learning,0
392939,2154,933,"New Perspectives on Microsoft Office Access 2003, Comprehensive, Second Edition",Joseph J. Adamski# Kathy T. Finnegan,978-0619268114,Course Technology,"Exploring: Microsoft Word 2013, Comprehensive / Edition 1",Lynn Hogan# Linda Lau# Robert T. Grauer# Mary Anne Poatsy,978-0133412222,Prentice Hall,0
397953,2185,3069,Windows Server 2012 Unleashed,Rand Morimoto# Michael Noel# Guy Yardeni# Michael Noel# Omar Droubi# Andrew Abbate# Chris Amaris# Andrew Abbate,978-0672336225,Sams Publishing,Windows Server 2008 R2 Unleashed,Rand Morimoto# Michael Noel# Omar Droubi# Ross Mistry,978-0672330926,Sams,0
405902,2219,7327,Law Office Technology,George E. Guay,,,Police Technology / Edition 1,Raymond E. Foster LAPD Retired# MPA,978-0131149571,Prentice Hall,0
407632,2227,1897,Microsoft Project Version 2002 Step by Step,Carl Chatfield# Timothy Johnson D.# Carl Chatfield,978-0735613010,Microsoft Press,Microsoft Office Project 2007 Step by Step [With CDROM],Carl Chatfield# Timothy Johnson D.,978-0735623057,Microsoft Press,0
407674,2227,343,Microsoft Project Version 2002 Step by Step,Carl Chatfield# Timothy Johnson D.# Carl Chatfield,978-0735613010,Microsoft Press,Microsoft Excel 2013 Step by Step,Curtis D. Frye,978-0735681019,Microsoft Press,0
416669,2264,2969,Windows 7 Step by Step,Joan Lambert# Joyce Cox,978-0735626676,Microsoft Press,Windows 7 Step by Step,Joan Preppernau# Joyce Cox,978-0735626676,Microsoft Press,1
416976,2265,6787,Microsoft Access 2010 Inside Out,Jeff Conrad# John Viescas,978-0735626850,Microsoft Press,Microsoft Office Access 2007 Inside Out,Jeff Conrad# John Viescas,978-0735623255,Microsoft Press,0
420240,2296,904,Using Microsoft InfoPath 2010 with Microsoft SharePoint 2010 Step by Step,Darvish Shadravan# Laura Rogers,978-0735662063,Microsoft Press,Microsoft SharePoint 2013 Inside Out,Darvish Shadravan# Penelope Coventry# Thomas Resing# Christina Wheeler,978-0735666993,Microsoft Press,0
420470,2301,4331,Architecting Mobile Solutions for the Enterprise,Dino Esposito,978-0735663022,Microsoft Press,Microsoft .NET - Architecting Applications for the Enterprise,Dino Esposito# Andrea Saltarello,978-0735685352,Microsoft Press,0
421142,2308,904,Microsoft SharePoint 2013 Step by Step,Olga Londer# Penelope Coventry,978-0735667037,Microsoft Press,Microsoft SharePoint 2013 Inside Out,Darvish Shadravan# Penelope Coventry# Thomas Resing# Christina Wheeler,978-0735666993,Microsoft Press,0
421143,2308,9094,Microsoft SharePoint 2013 Step by Step,Olga Londer# Penelope Coventry,978-0735667037,Microsoft Press,Exploring Microsoft SharePoint 2013: New Features & Functions,Penelope Coventry,978-0735675520,Microsoft Press,0
421892,2312,371,Microsoft Project 2013 Step by Step,Carl Chatfield# Timothy Johnson,978-0735669116,Microsoft Press,Microsoft Project 2013 Step by Step,Carl Chatfield# Timothy Johnson,978-0735669116,Microsoft Press,1
422020,2314,823,MOS 2013 Study Guide for Microsoft Excel,Joan Lambert,978-0735669208,Microsoft Press,MOS 2013 Study Guide for Microsoft Outlook,Joan Lambert,978-0735669222,Microsoft Press,0
422078,2315,421,MOS 2013 Study Guide for Microsoft Excel Expert,Mark Dodge,978-0735669215,Microsoft Press,MOS 2013 Study Guide for Microsoft Excel Expert,Mark Dodge,978-0735669215,Microsoft Press,1
422224,2316,823,MOS 2013 Study Guide for Microsoft Outlook,Joan Lambert,978-0735669222,Microsoft Press,MOS 2013 Study Guide for Microsoft Outlook,Joan Lambert,978-0735669222,Microsoft Press,1
422250,2317,875,MOS 2013 Study Guide for Microsoft Word,Joan Lambert,978-0735669253,Microsoft Press,MOS 2013 Study Guide for Microsoft PowerPoint,Joan Lambert,978-0735669239,Microsoft Press,0
422905,2324,1343,Microsoft Outlook 2013 Inside Out,Jim Boyce,978-0735671270,Microsoft Press,Microsoft Outlook 2013 Plain & Simple,Jim Boyce,978-0735669352,Microsoft Press,0
423561,2331,4451,Microsoft SharePoint 2013 App Development,Scot Hillier# Ted Pattison,978-0735674981,Microsoft Press,Inside Microsoft SharePoint 2013,Scot Hillier# Ted Pattison# Mirjam van Olst# Andrew Connell,978-0735674479,Microsoft Press,0
423614,2332,1847,Business Intelligence in Microsoft SharePoint 2013,Norm Warren# Mariano Neto# Stacia Misner# Ivan Sanders# Scott A. Helmers,978-0735675438,Microsoft Press,Microsoft SharePoint 2013 Plain & Simple,Johnathan Lightfoot# Michelle Lopez# Scott Metker,978-0735667006,Microsoft Press,0
424692,2343,2118,Windows 8.1 Step by Step,Ciprian Rusen# Joli Ballew,978-0735681309,Microsoft Press,Windows 8.1 Step by Step,Ciprian Rusen# Joli Ballew,978-0735681309,Microsoft Press,1
425530,2352,6587,Exam Ref 70-411 Administering Windows Server 2012 R2,Charlie Russel,978-0735684799,Microsoft Press,Windows Small Business Server 2011 Administrator's Companion,Charlie Russel# Sharon Crawford,978-0735649118,Microsoft Press,0
434501,2415,3545,"Embedded Microprocessor Systems, Third Edition: Real World Design",Stuart Ball,978-0750675345,Newnes,Analog Interfacing to Embedded Microprocessor Systems / Edition 2,Stuart Ball,978-0750677233,Elsevier Science,0
448404,2515,4929,Computer Security: Protecting Digital Resources,Robert C Newman,978-0763759940,Jones & Bartlett Learning,Computer Security: Protecting Digital Resources,Robert C Newman,978-0763759940,Jones & Bartlett Learning,1
453442,2544,129,Windows 2000 Professional For Dummies,Andy Rathbone# Sharon Crawford,978-0764506413,For Dummies,Windows 8.1 For Dummies,Andy Rathbone,978-1118821213,Wiley,0
453569,2545,5611,Mac OS 9 For Dummies,Bob LeVitus# Steven Bobker,978-0764506529,For Dummies,Mac OS X Snow Leopard For Dummies,Bob LeVitus# Levitus,978-0470435434,Wiley,0
453579,2545,6314,Mac OS 9 For Dummies,Bob LeVitus# Steven Bobker,978-0764506529,For Dummies,OS X Mountain Lion For Dummies,Bob LeVitus,978-1118394182,Wiley,0
455307,2555,7170,Internet Marketing For Dummies,Frank Catalano# Bud E. Smith,978-0764507786,For Dummies,Internet Marketing Personal Development,Alan Smith,294-0015946208,Alan Smith,0
455638,2560,129,MP3 For Dummies,Andy Rathbone,978-0764508585,For Dummies,Windows 8.1 For Dummies,Andy Rathbone,978-1118821213,Wiley,0
455644,2560,1631,MP3 For Dummies,Andy Rathbone,978-0764508585,For Dummies,Surface For Dummies,Andy Rathbone,978-1118898635,Wiley,0
455657,2560,2707,MP3 For Dummies,Andy Rathbone,978-0764508585,For Dummies,Windows 10 For Dummies,Andy Rathbone,978-8820371135,Hoepli,0
456568,2565,6399,Lotus Notes 6 For Dummies,Stephen R. Londergan,978-0764516498,For Dummies,C# 2008 For Dummies,Chuck Sphar# Stephen Randy Davis,978-0470191095,Wiley,0
456572,2565,655,Lotus Notes 6 For Dummies,Stephen R. Londergan,978-0764516498,For Dummies,SAS For Dummies,Stephen McDaniel# Chris Hemedinger,978-0470539682,Wiley,0
456695,2566,3381,Adobe Acrobat 5 PDF For Dummies,Greg Harvey,978-0764516528,For Dummies,Adobe Acrobat 6 PDF For Dummies,Greg Harvey,978-0764537608,Wiley,0
458212,2576,4066,PowerPoint 2003 for Dummies,Doug Lowe,,,PowerPoint 2007 For Dummies,Doug Lowe,978-0470040591,Wiley,0
458484,2578,3387,Robot Building For Dummies,Roger Arrick# Nancy Stevenson,978-0764540691,For Dummies,Robot Building For Dummies,Roger Arrick# Nancy Stevenson,978-0764540691,Wiley,1
460480,2587,164,Excel 2002 Power Programming with VBA,John Walkenbach,978-0764547997,Wiley,Excel 2013 Power Programming with VBA,John Walkenbach,978-1118490396,Wiley,0
461327,2593,14,WindowsXP Gigabook For Dummies,Peter Weverka# Mark L. Chambers# Greg Harvey# Mark L. Chambers# Woody Leonhard# Greg Harvey# John R. Levine# Woody Leonhard# Margaret Levine Young# Doug Lowe,978-0764569227,For Dummies,Windows 10 For Seniors For Dummies,Peter Weverka,978-1119038597,Wiley,0
478584,2683,2036,VBA and Macros for Microsoft Excel,Bill Jelen# Tracy Syrstad,,,Charts and Graphs: Microsoft Excel 2010,Bill Jelen,978-0789743121,Que,0
480833,2695,967,Excel VBA and Macros with MrExcel,Bill Jelen,978-0789739384,Que Publishing,Excel 2013 VBA and Macros,Bill Jelen# Tracy Syrstad,978-0789748614,Que,0
484617,2715,146,"CompTIA A+ 220-801 and 220-802 Cert Guide, Deluxe Edition",Mark Edward Soper# David L. Prowse# Scott Mueller# David L. Prowse,978-0789749802,Pearson IT Certification,CompTIA A+ 220-801 and 220-802 Authorized Exam Cram,David L. Prowse,978-0789749710,Pearson IT Certification,0
485283,2715,7599,"CompTIA A+ 220-801 and 220-802 Cert Guide, Deluxe Edition",Mark Edward Soper# David L. Prowse# Scott Mueller# David L. Prowse,978-0789749802,Pearson IT Certification,CompTIA A+ Quick Reference (220-801 and 220-802),Mark Edward Soper,978-0133134377,Pearson Education,0
485680,2717,4323,Blogging to Drive Business: Create and Maintain Valuable Customer Connections,Eric Butow# Rebecca Bollwitt,978-0789749949,Que Publishing,Blogging to Drive Business: Create and Maintain Valuable Customer Connections / Edition 2,Eric Butow# Rebecca Bollwitt,978-0789749949,Que,1
486276,2722,1693,My Samsung Galaxy Tab 3,Eric Butow# Lonzell Watson,978-0789751935,Que Publishing,My Samsung Galaxy Tab 3,Eric Butow# Lonzell Watson,978-0789751935,Que,1
486282,2722,2343,My Samsung Galaxy Tab 3,Eric Butow# Lonzell Watson,978-0789751935,Que Publishing,My Samsung Galaxy Tab 2,Eric Butow# Lonzell Watson,978-0789750389,Que,0
538923,3033,4372,Information Rules: A Strategic Guide to the Network Economy,Carl Shapiro# Hal R. Varian,978-0875848631,Harvard Business Review Press,Information Rules: A Strategic Guide to the Network Economy,Carl Shapiro# Carol Shapiro,978-0875848631,Harvard Business Review Press,1
561067,3149,140,"The PMP Exam: How to Pass on Your First Try, Fifth Edition",Andy Crowe PMP  PgMP,978-0982760857,Velociteach,The PMP Exam: How to Pass on Your First Try,Andy Crowe,978-0982760857,Velociteach,1
565738,3185,5088,Bundle: Computer Forensic: Investigation Procedures and Response + Computer Forensics: Hard Disk and Operating Systems + Computer Forensics: ... Network Intrusions and Cyber Crime + Compu,EC-Council,978-1111121990,Course Technology,Computer Forensics: Hard Disk and Operating Systems / Edition 1,EC-Council,978-1435483507,Cengage Learning,0
565791,3187,2897,Exploring Adobe InDesign CS5,Terry Rydberg,,,Exploring Adobe InDesign CS6,Terry Rydberg,978-1133693284,Cengage Learning,0
568064,3207,7764,Adobe InDesign CS5 Illustrated,Anne Fisher,978-1111530884,Course Technology,Adobe InDesign CS5 Illustrated,Ann Fisher,978-0538477871,Cengage Learning,1
571975,3223,4229,Concepts in Enterprise Resource Planning,Ellen Monk# Bret Wagner# Ellen Monk,978-1111820398,Course Technology,Concepts in Enterprise Resource Planning / Edition 4,Ellen Monk,978-1111820398,Cengage Learning,1
573831,3241,109,CompTIA A+ Certification All-in-One For Dummies,Glen E. Clarke# Edward Tetz,978-1118098790,For Dummies,CompTIA A+ Certification All-in-One For Dummies,Glen E. Clarke# Edward Tetz,978-1118098790,Wiley,1
574483,3246,2933,Laptops For Dummies,Dan Gookin,978-1118115336,For Dummies,AARP Word 2010 For Dummies,Dan Gookin,978-1118232620,Wiley,0
574597,3247,3729,Computers For Seniors For Dummies,Nancy C. Muir,978-1118115534,For Dummies,Macs For Dummies,Edward C. Baig,978-1118898697,Wiley,0
574715,3248,1379,Adobe After Effects CS6 Digital Classroom,Jerron Smith# AGI Creative Team# Jerron Smith,978-1118142790,Wiley,Adobe InDesign CS6 Digital Classroom,Christopher Smith# AGI Creative Team,978-1118124062,Wiley,0
574773,3248,4754,Adobe After Effects CS6 Digital Classroom,Jerron Smith# AGI Creative Team# Jerron Smith,978-1118142790,Wiley,Adobe After Effects CS6 Digital Classroom,Jerron Smith# AGI Creative Team,978-1118142790,Wiley,1
575628,3252,3314,Microsoft Windows Operating System Essentials,Tom Carpenter,978-1118195529,Sybex,Microsoft Windows Operating System Essentials,Tom Carpenter,978-1118195529,Wiley,1
575699,3253,3735,PCs For Dummies,Dan Gookin,978-1118197349,For Dummies,Laptops For Dummies,Dan Gookin,978-1118115336,Wiley,0
575704,3253,4440,PCs For Dummies,Dan Gookin,978-1118197349,For Dummies,Samsung Galaxy Note For Dummies,Dan Gookin,978-1118388464,Wiley,0
578410,3268,185,iPad For Seniors For Dummies,Nancy C. Muir,978-1118352779,For Dummies,iPad For Seniors For Dummies,Nancy C. Muir,978-1118944387,Wiley,1
578470,3268,500,iPad For Seniors For Dummies,Nancy C. Muir,978-1118352779,For Dummies,iPhone For Dummies,Edward C. Baig# Bob LeVitus,978-1118932162,Wiley,0
579136,3274,4011,Java All-in-One For Dummies,Doug Lowe,978-1118408032,For Dummies,Word 2010 All-in-One For Dummies,Doug Lowe,978-0470487662,Wiley,0
579259,3275,4563,Cloud Essentials: CompTIA Authorized Courseware for Exam CLO-001,Kalani Kirk Hausman# Susan L. Cook# Telmo Sampaio# Susan L. Cook,978-1118408735,Sybex,Cloud Essentials: CompTIA Authorized Courseware for Exam CLO-001,Kalani Kirk Hausman# Susan L. Cook# Telmo Sampaio,978-1118408735,Wiley,1
580541,3281,5931,Teach Yourself VISUALLY Excel 2013,Paul McFedries,978-1118505397,Visual,Teach Yourself VISUALLY Complete Mac Pro,Paul McFedries,978-1118826454,Wiley,0
580711,3283,1131,Excel 2013 All-in-One For Dummies,Greg Harvey,978-1118510100,For Dummies,Excel 2007 For Dummies,Greg Harvey,978-0470037379,Wiley,0
580729,3283,2717,Excel 2013 All-in-One For Dummies,Greg Harvey,978-1118510100,For Dummies,Excel 2003 For Dummies,Greg Harvey,978-0764537561,Wiley,0
580892,3285,6014,Teach Yourself VISUALLY Office 2013,Elaine Marmel,978-1118517680,Visual,Teach Yourself VISUALLY PCs,Elaine Marmel,978-0470888469,Wiley,0
581707,3291,633,iPhone For Seniors For Dummies,Nancy C. Muir,978-1118692905,For Dummies,Computers For Seniors For Dummies,Nancy C. Muir,978-1118115534,Wiley,0
583100,3302,4662,Webinars For Dummies,Sharat Sharan# John Carucci,,,Droid 4 For Dummies,John Wiley & Sons,978-1118336748,Wiley,0
583714,3308,282,iPad For Seniors For Dummies,Nancy C. Muir,978-1118944387,For Dummies,iPhone For Seniors For Dummies,Nancy C. Muir,978-1118944448,Wiley,0
584026,3311,2989,Dragon NaturallySpeaking For Dummies,Stephanie Diamond,978-1118961544,For Dummies,Dragon NaturallySpeaking For Dummies,Stephanie Diamond,978-1118961544,Wiley,1
584118,3312,4495,Digital Literacy For Dummies,Faithe Wempen,978-1118962862,For Dummies,Digital Literacy For Dummies,Faithe Wempen,978-1118962862,Wiley,1
584335,3314,5938,Getting a Networking Job For Dummies,Peter H. Gregory# Bill Hughes# Peter H. Gregory,978-1119015949,For Dummies,Getting an Information Security Job For Dummies,Peter H. Gregory,978-1119002819,Wiley,0
585438,3323,282,Computers For Seniors For Dummies,Nancy C. Muir,978-1119049555,For Dummies,iPhone For Seniors For Dummies,Nancy C. Muir,978-1118944448,Wiley,0
